latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
33.846361,-88.4641,022,036,5392,6791,2025-09-22,1631,L9,medium,D
33.84609,-88.464095,022,036,5392,6792,2025-09-22,1631,L9,high,D
33.84582,-88.46409,022,036,5392,6793,2025-09-22,1631,L9,high,D
33.845549,-88.464086,022,036,5392,6794,2025-09-22,1631,L9,high,D
33.845279,-88.464081,022,036,5392,6795,2025-09-22,1631,L9,high,D
33.845008,-88.464077,022,036,5392,6796,2025-09-22,1631,L9,high,D
33.844738,-88.464072,022,036,5392,6797,2025-09-22,1631,L9,high,D
33.844467,-88.464067,022,036,5392,6798,2025-09-22,1631,L9,high,D
33.844197,-88.464063,022,036,5392,6799,2025-09-22,1631,L9,low,D
33.846635,-88.46378,022,036,5393,6790,2025-09-22,1631,L9,high,D
33.846364,-88.463775,022,036,5393,6791,2025-09-22,1631,L9,medium,D
33.846094,-88.463771,022,036,5393,6792,2025-09-22,1631,L9,high,D
33.845823,-88.463766,022,036,5393,6793,2025-09-22,1631,L9,high,D
33.845553,-88.463762,022,036,5393,6794,2025-09-22,1631,L9,high,D
33.845282,-88.463757,022,036,5393,6795,2025-09-22,1631,L9,high,D
33.845012,-88.463752,022,036,5393,6796,2025-09-22,1631,L9,high,D
33.844741,-88.463748,022,036,5393,6797,2025-09-22,1631,L9,high,D
33.844471,-88.463743,022,036,5393,6798,2025-09-22,1631,L9,high,D
33.8442,-88.463739,022,036,5393,6799,2025-09-22,1631,L9,high,D
33.84393,-88.463734,022,036,5393,6800,2025-09-22,1631,L9,low,D
33.846639,-88.463456,022,036,5394,6790,2025-09-22,1631,L9,low,D
33.846098,-88.463447,022,036,5394,6792,2025-09-22,1631,L9,high,D
33.845827,-88.463442,022,036,5394,6793,2025-09-22,1631,L9,high,D
33.845557,-88.463437,022,036,5394,6794,2025-09-22,1631,L9,high,D
33.845286,-88.463433,022,036,5394,6795,2025-09-22,1631,L9,high,D
33.845016,-88.463428,022,036,5394,6796,2025-09-22,1631,L9,high,D
33.844745,-88.463424,022,036,5394,6797,2025-09-22,1631,L9,high,D
33.844475,-88.463419,022,036,5394,6798,2025-09-22,1631,L9,high,D
33.844204,-88.463414,022,036,5394,6799,2025-09-22,1631,L9,high,D
33.843934,-88.46341,022,036,5394,6800,2025-09-22,1631,L9,high,D
33.843663,-88.463405,022,036,5394,6801,2025-09-22,1631,L9,high,D
33.843393,-88.463401,022,036,5394,6802,2025-09-22,1631,L9,low,D
33.846913,-88.463136,022,036,5395,6789,2025-09-22,1631,L9,low,D
33.846643,-88.463132,022,036,5395,6790,2025-09-22,1631,L9,high,D
33.846372,-88.463127,022,036,5395,6791,2025-09-22,1631,L9,medium,D
33.846102,-88.463122,022,036,5395,6792,2025-09-22,1631,L9,high,D
33.845831,-88.463118,022,036,5395,6793,2025-09-22,1631,L9,high,D
33.845561,-88.463113,022,036,5395,6794,2025-09-22,1631,L9,high,D
33.84529,-88.463109,022,036,5395,6795,2025-09-22,1631,L9,high,D
33.84502,-88.463104,022,036,5395,6796,2025-09-22,1631,L9,high,D
33.844749,-88.463099,022,036,5395,6797,2025-09-22,1631,L9,low,D
33.844479,-88.463095,022,036,5395,6798,2025-09-22,1631,L9,high,D
33.844208,-88.46309,022,036,5395,6799,2025-09-22,1631,L9,high,D
33.843938,-88.463086,022,036,5395,6800,2025-09-22,1631,L9,high,D
33.843667,-88.463081,022,036,5395,6801,2025-09-22,1631,L9,high,D
33.846917,-88.462812,022,036,5396,6789,2025-09-22,1631,L9,medium,D
33.846646,-88.462808,022,036,5396,6790,2025-09-22,1631,L9,high,D
33.846376,-88.462803,022,036,5396,6791,2025-09-22,1631,L9,medium,D
33.846105,-88.462798,022,036,5396,6792,2025-09-22,1631,L9,high,D
33.845835,-88.462794,022,036,5396,6793,2025-09-22,1631,L9,high,D
33.845564,-88.462789,022,036,5396,6794,2025-09-22,1631,L9,high,D
33.845294,-88.462784,022,036,5396,6795,2025-09-22,1631,L9,low,D
33.843942,-88.462761,022,036,5396,6800,2025-09-22,1631,L9,low,D
33.843671,-88.462757,022,036,5396,6801,2025-09-22,1631,L9,low,D
33.846921,-88.462488,022,036,5397,6789,2025-09-22,1631,L9,low,D
33.84665,-88.462483,022,036,5397,6790,2025-09-22,1631,L9,high,D
33.84638,-88.462479,022,036,5397,6791,2025-09-22,1631,L9,low,D
33.851256,-88.461913,022,036,5399,6773,2025-09-22,1631,L9,medium,D
33.850986,-88.461909,022,036,5399,6774,2025-09-22,1631,L9,high,D
33.850174,-88.461895,022,036,5399,6777,2025-09-22,1631,L9,low,D
33.849904,-88.46189,022,036,5399,6778,2025-09-22,1631,L9,medium,D
33.84774,-88.461853,022,036,5399,6786,2025-09-22,1631,L9,medium,D
33.847469,-88.461849,022,036,5399,6787,2025-09-22,1631,L9,high,D
33.847199,-88.461844,022,036,5399,6788,2025-09-22,1631,L9,low,D
33.85126,-88.461589,022,036,5400,6773,2025-09-22,1631,L9,high,D
33.85099,-88.461585,022,036,5400,6774,2025-09-22,1631,L9,high,D
33.850719,-88.46158,022,036,5400,6775,2025-09-22,1631,L9,medium,D
33.850178,-88.461571,022,036,5400,6777,2025-09-22,1631,L9,low,D
33.849637,-88.461562,022,036,5400,6779,2025-09-22,1631,L9,high,D
33.849367,-88.461557,022,036,5400,6780,2025-09-22,1631,L9,low,D
33.848826,-88.461548,022,036,5400,6782,2025-09-22,1631,L9,medium,D
33.848555,-88.461543,022,036,5400,6783,2025-09-22,1631,L9,high,D
33.848285,-88.461538,022,036,5400,6784,2025-09-22,1631,L9,high,D
33.848014,-88.461534,022,036,5400,6785,2025-09-22,1631,L9,low,D
33.847744,-88.461529,022,036,5400,6786,2025-09-22,1631,L9,low,D
33.847473,-88.461525,022,036,5400,6787,2025-09-22,1631,L9,high,D
33.847203,-88.46152,022,036,5400,6788,2025-09-22,1631,L9,medium,D
33.851264,-88.461265,022,036,5401,6773,2025-09-22,1631,L9,high,D
33.850993,-88.46126,022,036,5401,6774,2025-09-22,1631,L9,high,D
33.848559,-88.461219,022,036,5401,6783,2025-09-22,1631,L9,medium,D
33.848289,-88.461214,022,036,5401,6784,2025-09-22,1631,L9,high,D
33.848018,-88.46121,022,036,5401,6785,2025-09-22,1631,L9,low,D
33.847748,-88.461205,022,036,5401,6786,2025-09-22,1631,L9,low,D
33.847477,-88.4612,022,036,5401,6787,2025-09-22,1631,L9,medium,D
33.847207,-88.461196,022,036,5401,6788,2025-09-22,1631,L9,high,D
33.846936,-88.461191,022,036,5401,6789,2025-09-22,1631,L9,low,D
33.851268,-88.460941,022,036,5402,6773,2025-09-22,1631,L9,high,D
33.850997,-88.460936,022,036,5402,6774,2025-09-22,1631,L9,high,D
33.848292,-88.46089,022,036,5402,6784,2025-09-22,1631,L9,high,D
33.848022,-88.460886,022,036,5402,6785,2025-09-22,1631,L9,high,D
33.847751,-88.460881,022,036,5402,6786,2025-09-22,1631,L9,high,D
33.847481,-88.460876,022,036,5402,6787,2025-09-22,1631,L9,medium,D
33.84721,-88.460872,022,036,5402,6788,2025-09-22,1631,L9,high,D
33.84694,-88.460867,022,036,5402,6789,2025-09-22,1631,L9,high,D
33.851272,-88.460617,022,036,5403,6773,2025-09-22,1631,L9,medium,D
33.851001,-88.460612,022,036,5403,6774,2025-09-22,1631,L9,low,D
33.848296,-88.460566,022,036,5403,6784,2025-09-22,1631,L9,high,D
33.848026,-88.460561,022,036,5403,6785,2025-09-22,1631,L9,medium,D
33.847755,-88.460557,022,036,5403,6786,2025-09-22,1631,L9,high,D
33.847214,-88.460548,022,036,5403,6788,2025-09-22,1631,L9,low,D
33.8483,-88.460242,022,036,5404,6784,2025-09-22,1631,L9,low,D
33.847489,-88.460228,022,036,5404,6787,2025-09-22,1631,L9,high,D
33.847218,-88.460223,022,036,5404,6788,2025-09-22,1631,L9,high,D
33.851279,-88.459968,022,036,5405,6773,2025-09-22,1631,L9,medium,D
33.850468,-88.459954,022,036,5405,6776,2025-09-22,1631,L9,medium,D
33.850197,-88.45995,022,036,5405,6777,2025-09-22,1631,L9,high,D
33.849927,-88.459945,022,036,5405,6778,2025-09-22,1631,L9,medium,D
33.851283,-88.459644,022,036,5406,6773,2025-09-22,1631,L9,medium,D
33.851013,-88.459639,022,036,5406,6774,2025-09-22,1631,L9,medium,D
33.850742,-88.459635,022,036,5406,6775,2025-09-22,1631,L9,medium,D
33.850472,-88.45963,022,036,5406,6776,2025-09-22,1631,L9,high,D
33.850201,-88.459626,022,036,5406,6777,2025-09-22,1631,L9,high,D
33.849931,-88.459621,022,036,5406,6778,2025-09-22,1631,L9,low,D
33.847767,-88.459584,022,036,5406,6786,2025-09-22,1631,L9,low,D
33.847496,-88.45958,022,036,5406,6787,2025-09-22,1631,L9,low,D
35.251896,-88.375502,022,036,5736,1599,2025-09-22,1631,L9,low,D
35.251626,-88.375497,022,036,5736,1600,2025-09-22,1631,L9,high,D
35.2519,-88.375172,022,036,5737,1599,2025-09-22,1631,L9,low,D
35.251629,-88.375168,022,036,5737,1600,2025-09-22,1631,L9,high,D
35.070361,-88.085875,022,036,6607,2281,2025-09-22,1631,L9,low,D
35.133744,-87.980688,022,036,6929,2050,2025-09-22,1631,L9,medium,D
35.251896,-88.375502,022,035,4396,6869,2025-09-22,1630,L9,low,D
35.251626,-88.375497,022,035,4396,6870,2025-09-22,1630,L9,low,D
35.2519,-88.375172,022,035,4397,6869,2025-09-22,1630,L9,low,D
35.251629,-88.375168,022,035,4397,6870,2025-09-22,1630,L9,high,D
35.070361,-88.085875,022,035,5267,7551,2025-09-22,1630,L9,low,D
35.133744,-87.980688,022,035,5589,7320,2025-09-22,1630,L9,medium,D
43.652886,-86.22179,022,030,4099,2170,2025-09-22,1628,L9,high,D
43.652616,-86.221793,022,030,4099,2171,2025-09-22,1628,L9,high,D
43.653153,-86.221414,022,030,4100,2169,2025-09-22,1628,L9,high,D
43.652883,-86.221418,022,030,4100,2170,2025-09-22,1628,L9,high,D
43.652613,-86.221421,022,030,4100,2171,2025-09-22,1628,L9,high,D
43.652881,-86.221046,022,030,4101,2170,2025-09-22,1628,L9,high,D
43.652608,-86.220677,022,030,4102,2171,2025-09-22,1628,L9,high,D
43.652338,-86.220681,022,030,4102,2172,2025-09-22,1628,L9,low,D
43.652606,-86.220305,022,030,4103,2171,2025-09-22,1628,L9,high,D
42.421338,-86.231001,022,030,4116,6729,2025-09-22,1628,L9,low,D
42.421068,-86.231004,022,030,4116,6730,2025-09-22,1628,L9,low,D
42.371417,-86.162745,022,030,4305,6912,2025-09-22,1628,L9,low,D
42.371147,-86.162749,022,030,4305,6913,2025-09-22,1628,L9,medium,D
42.638226,-86.07648,022,030,4531,5922,2025-09-22,1628,L9,low,D
42.637956,-86.076484,022,030,4531,5923,2025-09-22,1628,L9,low,D
42.638223,-86.076114,022,030,4532,5922,2025-09-22,1628,L9,low,D
43.217922,-85.975067,022,030,4782,3773,2025-09-22,1628,L9,high,D
43.217652,-85.975072,022,030,4782,3774,2025-09-22,1628,L9,high,D
42.422397,-85.985208,022,030,4790,6718,2025-09-22,1628,L9,low,D
43.363189,-85.938192,022,030,4875,3234,2025-09-22,1628,L9,high,D
43.363456,-85.937817,022,030,4876,3233,2025-09-22,1628,L9,high,D
43.363185,-85.937822,022,030,4876,3234,2025-09-22,1628,L9,high,D
43.133678,-85.68803,022,030,5564,4074,2025-09-22,1628,L9,high,D
43.133408,-85.688036,022,030,5564,4075,2025-09-22,1628,L9,medium,D
43.077799,-85.668218,022,030,5621,4280,2025-09-22,1628,L9,high,D
42.579668,-85.671194,022,030,5642,6124,2025-09-22,1628,L9,low,D
42.579398,-85.6712,022,030,5642,6125,2025-09-22,1628,L9,high,D
42.579664,-85.670828,022,030,5643,6124,2025-09-22,1628,L9,high,D
42.579394,-85.670834,022,030,5643,6125,2025-09-22,1628,L9,high,D
42.579123,-85.67084,022,030,5643,6126,2025-09-22,1628,L9,high,D
36.6554,-100.757831,030,034,3060,6961,2025-09-22,1719,L8,high,D
37.158785,-100.764692,030,034,3074,5099,2025-09-22,1719,L8,high,D
36.783,-99.629449,030,034,6425,6531,2025-09-22,1719,L8,high,D
36.782729,-99.629447,030,034,6425,6532,2025-09-22,1719,L8,medium,D
36.783001,-99.629113,030,034,6426,6531,2025-09-22,1719,L8,low,D
46.991369,-98.005426,030,027,1658,5641,2025-09-22,1717,L8,high,D
46.991099,-98.005431,030,027,1658,5642,2025-09-22,1717,L8,high,D
46.991366,-98.005031,030,027,1659,5641,2025-09-22,1717,L8,high,D
46.991096,-98.005036,030,027,1659,5642,2025-09-22,1717,L8,high,D
46.630767,-97.600539,030,027,2708,6961,2025-09-22,1717,L8,high,D
47.932097,-97.484251,030,027,2911,2135,2025-09-22,1717,L8,high,D
47.30409,-97.302274,030,027,3415,4452,2025-09-22,1717,L8,high,D
47.304084,-97.301877,030,027,3416,4452,2025-09-22,1717,L8,high,D
48.122076,-97.183168,030,027,3644,1415,2025-09-22,1717,L8,high,D
48.12234,-97.182756,030,027,3645,1414,2025-09-22,1717,L8,medium,D
48.12207,-97.182765,030,027,3645,1415,2025-09-22,1717,L8,high,D
46.894621,-96.743774,030,027,4866,5933,2025-09-22,1717,L8,high,D
46.894351,-96.743785,030,027,4866,5934,2025-09-22,1717,L8,medium,D
47.313329,-96.520777,030,027,5383,4365,2025-09-22,1717,L8,medium,D
47.925308,-96.434224,030,027,5526,2091,2025-09-22,1717,L8,high,D
48.193905,-96.225427,030,027,6010,1078,2025-09-22,1717,L8,high,D
47.436976,-96.074499,030,027,6490,3868,2025-09-22,1717,L8,medium,D
47.436706,-96.074514,030,027,6490,3869,2025-09-22,1717,L8,high,D
47.436696,-96.074117,030,027,6491,3869,2025-09-22,1717,L8,medium,D
40.530403,-98.893088,030,032,5929,3206,2025-09-22,1718,L8,high,D
40.530133,-98.893088,030,032,5929,3207,2025-09-22,1718,L8,high,D
40.938187,-98.858221,030,032,6025,1697,2025-09-22,1718,L8,high,D
40.937917,-98.858221,030,032,6025,1698,2025-09-22,1718,L8,high,D
40.35193,-98.468029,030,032,7133,3862,2025-09-22,1718,L8,high,D
40.35166,-98.468031,030,032,7133,3863,2025-09-22,1718,L8,high,D
40.351928,-98.467676,030,032,7134,3862,2025-09-22,1718,L8,high,D
40.351658,-98.467678,030,032,7134,3863,2025-09-22,1718,L8,high,D
32.694834,-102.841336,030,037,371,5631,2025-09-22,1720,L8,high,D
32.768842,-102.808355,030,037,484,5361,2025-09-22,1720,L8,high,D
32.974889,-102.745014,030,037,709,4606,2025-09-22,1720,L8,high,D
32.974619,-102.745003,030,037,709,4607,2025-09-22,1720,L8,high,D
32.974908,-102.744373,030,037,711,4606,2025-09-22,1720,L8,high,D
32.974928,-102.743733,030,037,713,4606,2025-09-22,1720,L8,low,D
32.972815,-102.74204,030,037,718,4614,2025-09-22,1720,L8,low,D
32.972825,-102.741719,030,037,719,4614,2025-09-22,1720,L8,medium,D
32.972555,-102.741708,030,037,719,4615,2025-09-22,1720,L8,low,D
33.029246,-102.708477,030,037,830,4409,2025-09-22,1720,L8,high,D
33.028976,-102.708466,030,037,830,4410,2025-09-22,1720,L8,high,D
33.028706,-102.708454,030,037,830,4411,2025-09-22,1720,L8,low,D
33.029255,-102.708156,030,037,831,4409,2025-09-22,1720,L8,high,D
33.028985,-102.708145,030,037,831,4410,2025-09-22,1720,L8,high,D
33.028715,-102.708134,030,037,831,4411,2025-09-22,1720,L8,high,D
32.760412,-102.683517,030,037,873,5406,2025-09-22,1720,L8,high,D
32.760421,-102.683197,030,037,874,5406,2025-09-22,1720,L8,high,D
32.760151,-102.683186,030,037,874,5407,2025-09-22,1720,L8,low,D
32.395018,-102.347946,030,037,1879,6792,2025-09-22,1720,L8,high,D
32.394748,-102.347936,030,037,1879,6793,2025-09-22,1720,L8,high,D
32.34988,-102.092985,030,037,2674,6983,2025-09-22,1720,L8,high,D
32.698133,-101.916865,030,037,3262,5711,2025-09-22,1720,L8,high,D
32.697863,-101.916856,030,037,3262,5712,2025-09-22,1720,L8,low,D
32.698141,-101.916545,030,037,3263,5711,2025-09-22,1720,L8,high,D
32.697871,-101.916536,030,037,3263,5712,2025-09-22,1720,L8,high,D
32.362759,-101.892334,030,037,3305,6953,2025-09-22,1720,L8,low,D
33.864512,-101.840545,030,037,3618,1405,2025-09-22,1720,L8,low,D
33.86452,-101.840221,030,037,3619,1405,2025-09-22,1720,L8,high,D
33.864565,-101.838277,030,037,3625,1405,2025-09-22,1720,L8,high,D
33.864294,-101.838268,030,037,3625,1406,2025-09-22,1720,L8,low,D
33.864572,-101.837953,030,037,3626,1405,2025-09-22,1720,L8,high,D
33.323468,-101.738119,030,037,3881,3414,2025-09-22,1720,L8,high,D
33.323198,-101.738111,030,037,3881,3415,2025-09-22,1720,L8,high,D
32.39167,-101.647769,030,037,4075,6866,2025-09-22,1720,L8,high,D
33.419891,-101.644704,030,037,4180,3065,2025-09-22,1720,L8,high,D
33.419621,-101.644696,030,037,4180,3066,2025-09-22,1720,L8,low,D
33.419628,-101.644374,030,037,4181,3066,2025-09-22,1720,L8,high,D
32.387852,-101.610356,030,037,4192,6883,2025-09-22,1720,L8,high,D
32.37586,-101.575264,030,037,4301,6930,2025-09-22,1720,L8,high,D
32.37559,-101.575256,030,037,4301,6931,2025-09-22,1720,L8,high,D
32.375055,-101.574923,030,037,4302,6933,2025-09-22,1720,L8,high,D
32.236301,-101.423308,030,037,4766,7457,2025-09-22,1720,L8,high,D
32.36091,-101.372123,030,037,4937,7000,2025-09-22,1720,L8,high,D
32.408276,-101.283107,030,037,5220,6831,2025-09-22,1720,L8,high,D
32.408006,-101.283101,030,037,5220,6832,2025-09-22,1720,L8,high,D
32.442682,-101.250475,030,037,5325,6706,2025-09-22,1720,L8,low,D
32.443228,-101.250169,030,037,5326,6704,2025-09-22,1720,L8,low,D
32.442958,-101.250163,030,037,5326,6705,2025-09-22,1720,L8,medium,D
32.442688,-101.250156,030,037,5326,6706,2025-09-22,1720,L8,high,D
32.442147,-101.250143,030,037,5326,6708,2025-09-22,1720,L8,low,D
32.442693,-101.249837,030,037,5327,6706,2025-09-22,1720,L8,high,D
32.442423,-101.24983,030,037,5327,6707,2025-09-22,1720,L8,medium,D
32.442152,-101.249824,030,037,5327,6708,2025-09-22,1720,L8,high,D
32.441882,-101.249817,030,037,5327,6709,2025-09-22,1720,L8,low,D
32.442429,-101.249511,030,037,5328,6707,2025-09-22,1720,L8,high,D
32.442158,-101.249505,030,037,5328,6708,2025-09-22,1720,L8,high,D
32.441888,-101.249498,030,037,5328,6709,2025-09-22,1720,L8,medium,D
32.441623,-101.249172,030,037,5329,6710,2025-09-22,1720,L8,low,D
32.441353,-101.249166,030,037,5329,6711,2025-09-22,1720,L8,high,D
32.441082,-101.249159,030,037,5329,6712,2025-09-22,1720,L8,high,D
32.440812,-101.249152,030,037,5329,6713,2025-09-22,1720,L8,low,D
32.440271,-101.249139,030,037,5329,6715,2025-09-22,1720,L8,low,D
32.441629,-101.248854,030,037,5330,6710,2025-09-22,1720,L8,high,D
32.441358,-101.248847,030,037,5330,6711,2025-09-22,1720,L8,high,D
32.441088,-101.24884,030,037,5330,6712,2025-09-22,1720,L8,high,D
32.440817,-101.248833,030,037,5330,6713,2025-09-22,1720,L8,high,D
32.440547,-101.248827,030,037,5330,6714,2025-09-22,1720,L8,high,D
32.440277,-101.24882,030,037,5330,6715,2025-09-22,1720,L8,high,D
32.440006,-101.248813,030,037,5330,6716,2025-09-22,1720,L8,high,D
32.441093,-101.248521,030,037,5331,6712,2025-09-22,1720,L8,high,D
32.440823,-101.248514,030,037,5331,6713,2025-09-22,1720,L8,high,D
32.440553,-101.248508,030,037,5331,6714,2025-09-22,1720,L8,high,D
32.440282,-101.248501,030,037,5331,6715,2025-09-22,1720,L8,medium,D
32.440012,-101.248494,030,037,5331,6716,2025-09-22,1720,L8,high,D
32.44137,-101.248209,030,037,5332,6711,2025-09-22,1720,L8,high,D
32.441099,-101.248202,030,037,5332,6712,2025-09-22,1720,L8,high,D
32.440829,-101.248196,030,037,5332,6713,2025-09-22,1720,L8,high,D
32.440558,-101.248189,030,037,5332,6714,2025-09-22,1720,L8,high,D
32.440288,-101.248182,030,037,5332,6715,2025-09-22,1720,L8,high,D
32.440017,-101.248175,030,037,5332,6716,2025-09-22,1720,L8,high,D
32.439747,-101.248169,030,037,5332,6717,2025-09-22,1720,L8,high,D
32.439477,-101.248162,030,037,5332,6718,2025-09-22,1720,L8,high,D
32.441375,-101.24789,030,037,5333,6711,2025-09-22,1720,L8,low,D
32.441105,-101.247883,030,037,5333,6712,2025-09-22,1720,L8,high,D
32.440834,-101.247877,030,037,5333,6713,2025-09-22,1720,L8,medium,D
32.440564,-101.24787,030,037,5333,6714,2025-09-22,1720,L8,high,D
32.440294,-101.247863,030,037,5333,6715,2025-09-22,1720,L8,high,D
32.440023,-101.247857,030,037,5333,6716,2025-09-22,1720,L8,high,D
32.439488,-101.247524,030,037,5334,6718,2025-09-22,1720,L8,medium,D
32.439218,-101.247517,030,037,5334,6719,2025-09-22,1720,L8,low,D
32.438947,-101.247511,030,037,5334,6720,2025-09-22,1720,L8,high,D
32.438953,-101.247192,030,037,5335,6720,2025-09-22,1720,L8,high,D
32.438682,-101.247185,030,037,5335,6721,2025-09-22,1720,L8,high,D
32.439499,-101.246886,030,037,5336,6718,2025-09-22,1720,L8,high,D
32.439229,-101.24688,030,037,5336,6719,2025-09-22,1720,L8,high,D
32.439235,-101.246561,030,037,5337,6719,2025-09-22,1720,L8,high,D
32.438964,-101.246554,030,037,5337,6720,2025-09-22,1720,L8,high,D
32.438694,-101.246547,030,037,5337,6721,2025-09-22,1720,L8,high,D
32.43897,-101.246235,030,037,5338,6720,2025-09-22,1720,L8,high,D
32.438699,-101.246228,030,037,5338,6721,2025-09-22,1720,L8,high,D
32.437894,-101.245889,030,037,5339,6724,2025-09-22,1720,L8,high,D
32.437623,-101.245883,030,037,5339,6725,2025-09-22,1720,L8,high,D
32.437353,-101.245876,030,037,5339,6726,2025-09-22,1720,L8,high,D
32.437083,-101.245869,030,037,5339,6727,2025-09-22,1720,L8,high,D
32.436812,-101.245863,030,037,5339,6728,2025-09-22,1720,L8,high,D
32.436542,-101.245856,030,037,5339,6729,2025-09-22,1720,L8,high,D
32.436271,-101.245849,030,037,5339,6730,2025-09-22,1720,L8,high,D
32.436001,-101.245843,030,037,5339,6731,2025-09-22,1720,L8,high,D
32.43573,-101.245836,030,037,5339,6732,2025-09-22,1720,L8,high,D
32.43546,-101.245829,030,037,5339,6733,2025-09-22,1720,L8,high,D
32.43519,-101.245822,030,037,5339,6734,2025-09-22,1720,L8,high,D
32.434919,-101.245816,030,037,5339,6735,2025-09-22,1720,L8,high,D
32.437359,-101.245557,030,037,5340,6726,2025-09-22,1720,L8,high,D
32.437088,-101.24555,030,037,5340,6727,2025-09-22,1720,L8,high,D
32.436818,-101.245544,030,037,5340,6728,2025-09-22,1720,L8,high,D
32.436547,-101.245537,030,037,5340,6729,2025-09-22,1720,L8,high,D
32.436277,-101.24553,030,037,5340,6730,2025-09-22,1720,L8,high,D
32.436007,-101.245524,030,037,5340,6731,2025-09-22,1720,L8,high,D
32.435736,-101.245517,030,037,5340,6732,2025-09-22,1720,L8,high,D
32.435466,-101.24551,030,037,5340,6733,2025-09-22,1720,L8,high,D
32.435195,-101.245504,030,037,5340,6734,2025-09-22,1720,L8,high,D
32.405319,-101.159292,030,037,5608,6850,2025-09-22,1720,L8,high,D
32.473847,-101.138905,030,037,5677,6598,2025-09-22,1720,L8,high,D
32.722914,-100.820285,030,037,6691,5696,2025-09-22,1720,L8,high,D
32.722644,-100.82028,030,037,6691,5697,2025-09-22,1720,L8,high,D
35.537075,-101.896352,030,035,904,5745,2025-09-22,1720,L8,high,D
35.537354,-101.896032,030,035,905,5744,2025-09-22,1720,L8,high,D
35.536543,-101.896003,030,035,905,5747,2025-09-22,1720,L8,high,D
35.537361,-101.895701,030,035,906,5744,2025-09-22,1720,L8,high,D
35.536551,-101.895672,030,035,906,5747,2025-09-22,1720,L8,high,D
35.537369,-101.895371,030,035,907,5744,2025-09-22,1720,L8,high,D
35.536559,-101.895342,030,035,907,5747,2025-09-22,1720,L8,high,D
35.537107,-101.89503,030,035,908,5745,2025-09-22,1720,L8,high,D
35.536837,-101.895021,030,035,908,5746,2025-09-22,1720,L8,high,D
36.120947,-101.913333,030,035,917,3584,2025-09-22,1720,L8,high,D
36.121495,-101.91302,030,035,918,3582,2025-09-22,1720,L8,high,D
36.121225,-101.91301,030,035,918,3583,2025-09-22,1720,L8,high,D
36.114202,-101.91275,030,035,918,3609,2025-09-22,1720,L8,high,D
36.113121,-101.91271,030,035,918,3613,2025-09-22,1720,L8,high,D
36.112851,-101.9127,030,035,918,3614,2025-09-22,1720,L8,high,D
36.11394,-101.912407,030,035,919,3610,2025-09-22,1720,L8,high,D
36.11367,-101.912397,030,035,919,3611,2025-09-22,1720,L8,high,D
36.113948,-101.912074,030,035,920,3610,2025-09-22,1720,L8,high,D
36.121576,-101.90969,030,035,928,3582,2025-09-22,1720,L8,high,D
36.120936,-101.902669,030,035,949,3585,2025-09-22,1720,L8,high,D
36.120665,-101.902659,030,035,949,3586,2025-09-22,1720,L8,high,D
36.120395,-101.902649,030,035,949,3587,2025-09-22,1720,L8,high,D
36.120125,-101.902639,030,035,949,3588,2025-09-22,1720,L8,high,D
36.119855,-101.902629,030,035,949,3589,2025-09-22,1720,L8,high,D
36.120944,-101.902336,030,035,950,3585,2025-09-22,1720,L8,high,D
36.120673,-101.902326,030,035,950,3586,2025-09-22,1720,L8,high,D
36.120403,-101.902316,030,035,950,3587,2025-09-22,1720,L8,high,D
36.120133,-101.902306,030,035,950,3588,2025-09-22,1720,L8,high,D
36.120952,-101.902003,030,035,951,3585,2025-09-22,1720,L8,high,D
36.120682,-101.901993,030,035,951,3586,2025-09-22,1720,L8,high,D
36.120141,-101.901973,030,035,951,3588,2025-09-22,1720,L8,high,D
35.340794,-101.374825,030,035,2463,6513,2025-09-22,1720,L8,high,D
35.510676,-101.015333,030,035,3565,5909,2025-09-22,1720,L8,high,D
36.6554,-100.757831,030,035,4420,1691,2025-09-22,1720,L8,high,D
33.864512,-101.840545,030,036,2258,6675,2025-09-22,1720,L8,low,D
33.86452,-101.840221,030,036,2259,6675,2025-09-22,1720,L8,high,D
35.537075,-101.896352,030,036,2264,485,2025-09-22,1720,L8,high,D
35.537354,-101.896032,030,036,2265,484,2025-09-22,1720,L8,high,D
35.537083,-101.896022,030,036,2265,485,2025-09-22,1720,L8,high,D
35.536543,-101.896003,030,036,2265,487,2025-09-22,1720,L8,high,D
33.864565,-101.838277,030,036,2265,6675,2025-09-22,1720,L8,high,D
33.864294,-101.838268,030,036,2265,6676,2025-09-22,1720,L8,low,D
35.537361,-101.895701,030,036,2266,484,2025-09-22,1720,L8,high,D
35.536551,-101.895672,030,036,2266,487,2025-09-22,1720,L8,high,D
33.864572,-101.837953,030,036,2266,6675,2025-09-22,1720,L8,high,D
35.537369,-101.895371,030,036,2267,484,2025-09-22,1720,L8,high,D
35.536559,-101.895342,030,036,2267,487,2025-09-22,1720,L8,high,D
35.537107,-101.89503,030,036,2268,485,2025-09-22,1720,L8,high,D
35.536837,-101.895021,030,036,2268,486,2025-09-22,1720,L8,high,D
35.340794,-101.374825,030,036,3823,1253,2025-09-22,1720,L8,high,D
34.915854,-100.40698,030,036,6733,2880,2025-09-22,1720,L8,high,D
34.915858,-100.406651,030,036,6734,2880,2025-09-22,1720,L8,high,D
31.339466,-103.167264,030,038,469,5388,2025-09-22,1721,L8,high,D
31.294385,-103.156161,030,038,507,5554,2025-09-22,1721,L8,high,D
